EDGE Rank,Order,Family,Species,Common Name,IUCN Category,Assigned IUCN2012,ED Score,ED IQR,ED 05Percentile,ED 95Percentile,EDGE Score,EDGE IQR,EDGE 05Percentile,EDGE 95Percentile
2046,PSITTACIFORMES,Psittacidae,Amazona pretrei,Red-spectacled Amazon,VU,VU,3.335805,1.106119,2.204554,4.870043,2.853202,2.131141,2.550867,3.156156
2047,PSITTACIFORMES,Psittacidae,Amazona tucumana,Tucuman Amazon,VU,VU,3.335235,1.108809,2.186394,4.873998,2.85307,2.132418,2.545184,3.15683
2048,PELECANIFORMES,Threskiornithidae,Pseudibis papillosa,Red-naped Ibis,LC,LC,16.338927,7.743045,9.416057,28.226102,2.852954,2.168258,2.343349,3.375062
2049,PICIFORMES,Indicatoridae,Indicator pumilio,Dwarf Honeyguide,NT,NT,7.66734,5.014715,4.075819,17.114479,2.852709,2.487356,2.317635,3.589859
2050,APODIFORMES,Apodidae,Collocalia troglodytes,Pygmy Swiftlet,LC,LC,16.331199,7.381704,8.803302,22.813312,2.852508,2.126051,2.282719,3.170245
2051,ACCIPITRIFORMES,Accipitridae,Hamirostra melanosternon,Black-breasted Buzzard,LC,LC,16.324393,2.576209,13.172645,19.383467,2.852115,1.274303,2.651314,3.014724
2052,GRUIFORMES,Rallidae,Laterallus jamaicensis,Black Rail,NT,NT,7.660713,3.870985,4.462733,13.677721,2.851944,2.276443,2.391096,3.379478
2053,PASSERIFORMES,Cotingidae,Pipreola chlorolepidota,Fiery-throated Fruiteater,NT,NT,7.656558,4.097346,4.196866,14.613917,2.851464,2.321867,2.341203,3.44131
2054,PASSERIFORMES,Nectariniidae,Arachnothera robusta,Long-billed Spiderhunter,LC,LC,16.311597,7.255977,8.761239,22.782473,2.851377,2.110937,2.278419,3.168949
2055,ACCIPITRIFORMES,Accipitridae,Elanus caeruleus,Black-winged Kite,LC,LC,16.309706,6.070464,11.607045,26.897354,2.851267,1.955926,2.534256,3.328532
2056,PASSERIFORMES,Icteridae,Xanthopsar flavus,Saffron-cowled Blackbird,VU,VU,3.322936,0.895889,2.340077,4.505908,2.850229,2.025982,2.592288,3.092116
2057,PASSERIFORMES,Meliphagidae,Timeliopsis fulvigula,Olive Straightbill,LC,LC,16.284662,3.45824,12.041701,20.378368,2.84982,1.494754,2.568152,3.06238
2058,PASSERIFORMES,Meliphagidae,Timeliopsis griseigula,Tawny Straightbill,LC,LC,16.284662,3.45824,12.041701,20.378368,2.84982,1.494754,2.568152,3.06238
2059,MUSOPHAGIFORMES,Musophagidae,Tauraco livingstonii,Livingstone's Turaco,LC,LC,16.273536,4.745831,11.544703,23.254406,2.849176,1.748475,2.529299,3.188598
2060,PASSERIFORMES,Timaliidae,Garrulax cinereifrons,Ashy-headed Laughingthrush,VU,VU,3.307507,1.941483,1.742721,6.744562,2.846654,2.465208,2.395245,3.433285
2061,PICIFORMES,Ramphastidae,Buccanodon duchaillui,Yellow-spotted Barbet,LC,LC,16.224647,5.471063,10.17103,23.075921,2.846341,1.86734,2.413324,3.181212
2062,ACCIPITRIFORMES,Accipitridae,Elanus axillaris,Black-shouldered Kite,LC,LC,16.206559,5.768484,11.6592,26.243289,2.845291,1.912277,2.538384,3.304807
2063,CORACIIFORMES,Meropidae,Meropogon forsteni,Purple-bearded Bee-eater,LC,LC,16.191821,2.570647,13.418818,19.715832,2.844434,1.272747,2.668534,3.030898
2064,PASSERIFORMES,Timaliidae,Alcippe brunneicauda,Brown Fulvetta,NT,NT,7.587603,2.73897,4.620339,10.928656,2.843467,2.011957,2.419539,3.172091
2065,PASSERIFORMES,Rhinocryptidae,Rhinocrypta lanceolata,Crested Gallito,LC,LC,16.171606,4.644215,11.405676,22.213509,2.843257,1.730631,2.518154,3.144734
2066,PASSERIFORMES,Sylviidae,Locustella pryeri,Marsh Grassbird,NT,NT,7.584751,2.928447,4.31948,10.871728,2.843135,2.061391,2.364523,3.167307
2067,PASSERIFORMES,Timaliidae,Garrulax sukatschewi,Snowy-cheeked Laughingthrush,VU,VU,3.291613,1.97421,1.731231,6.753149,2.842957,2.476273,2.391047,3.434393
2068,PASSERIFORMES,Mimidae,Melanoptila glabrirostris,Black Catbird,NT,NT,7.575175,1.546059,5.850444,9.548817,2.842019,1.627694,2.617461,3.049161
2069,GALLIFORMES,Phasianidae,Bonasa sewerzowi,Chinese Grouse,NT,NT,7.574911,2.315515,5.115146,10.695036,2.841988,1.89176,2.503916,3.152312
2070,ACCIPITRIFORMES,Accipitridae,Elanus leucurus,White-tailed Kite,LC,LC,16.138891,5.82155,11.636994,26.471636,2.84135,1.920087,2.536629,3.313154
2071,PASSERIFORMES,Rhinocryptidae,Teledromas fuscus,Sandy Gallito,LC,LC,16.13708,4.581286,11.327925,22.062622,2.841245,1.719419,2.511867,3.138213
2072,ACCIPITRIFORMES,Accipitridae,Dryotriorchis spectabilis,Congo Serpent-eagle,LC,LC,16.116206,3.137857,10.554891,19.220615,2.840026,1.420178,2.447109,3.006703
2073,CHARADRIIFORMES,Burhinidae,Burhinus senegalensis,Senegal Thick-knee,LC,LC,16.115449,4.304436,11.911459,21.859374,2.839982,1.668543,2.558115,3.129361
2074,GALLIFORMES,Phasianidae,Syrmaticus soemmerringii,Copper Pheasant,NT,NT,7.556556,2.402929,5.066072,10.881704,2.839845,1.917784,2.495858,3.168147
2075,PELECANIFORMES,Ardeidae,Pilherodius pileatus,Capped Heron,LC,LC,16.089204,8.509942,9.309682,28.400677,2.838447,2.252338,2.333083,3.381018
2076,PASSERIFORMES,Timaliidae,Garrulax bicolor,Sumatran Laughingthrush,VU,VU,3.269075,1.90654,1.708825,6.556328,2.837692,2.453258,2.382809,3.40868
2077,PASSERIFORMES,Rhinocryptidae,Acropternis orthonyx,Ocellated Tapaculo,LC,LC,16.058159,4.583334,11.327203,21.93999,2.836629,1.719786,2.511808,3.132882
2078,APODIFORMES,Trochilidae,Thalurania ridgwayi,Mexican Woodnymph,VU,VU,3.262438,1.235113,2.373128,5.75851,2.836136,2.190586,2.602135,3.297097
2079,PASSERIFORMES,Monarchidae,Elminia nigromitrata,Dusky Crested-flycatcher,LC,LC,16.049732,2.37652,13.408748,19.013972,2.836135,1.216846,2.667835,2.996431
2080,GALLIFORMES,Numididae,Acryllium vulturinum,Vulturine Guineafowl,LC,LC,16.046514,5.17888,10.869445,23.158936,2.835946,1.821137,2.473967,3.184654
2081,PASSERIFORMES,Nectariniidae,Arachnothera longirostra,Little Spiderhunter,LC,LC,16.038197,7.438626,8.745782,22.750174,2.835458,2.132819,2.276835,3.16759
2082,CORACIIFORMES,Alcedinidae,Alcedo hercules,Blyth's Kingfisher,NT,NT,7.512737,1.535531,5.732032,9.463765,2.834711,1.62355,2.600024,3.041066
2083,PELECANIFORMES,Ardeidae,Botaurus stellaris,Great Bittern,LC,LC,16.020887,4.604536,11.023419,21.01152,2.834441,1.723576,2.486856,3.091566
2084,PASSERIFORMES,Estrildidae,Lonchura vana,Grey-banded Munia,VU,VU,3.25401,2.325048,1.505897,7.165763,2.834156,2.587779,2.304941,3.486245
2085,PASSERIFORMES,Rhinocryptidae,Liosceles thoracicus,Rusty-belted Tapaculo,LC,LC,16.01568,4.481257,11.301538,21.847748,2.834135,1.701335,2.509724,3.128853
2086,PASSERIFORMES,Muscicapidae,Philentoma pyrhoptera,Rufous-winged Philentoma,LC,LC,16.014742,3.20476,12.169117,19.757483,2.83408,1.436217,2.577874,3.032907
2087,CHARADRIIFORMES,Burhinidae,Burhinus oedicnemus,Eurasian Thick-knee,LC,LC,16.005374,5.111746,11.80769,26.749244,2.833529,1.810212,2.550046,3.323209
2088,PASSERIFORMES,Bombycillidae,Bombycilla garrulus,Bohemian Waxwing,LC,LC,16.003378,2.755878,13.022636,19.462738,2.833412,1.323322,2.640673,3.018606
2089,CHARADRIIFORMES,Scolopacidae,Calidris ferruginea,Curlew Sandpiper,LC,LC,16.001194,3.06611,10.981939,19.990852,2.833284,1.402687,2.4834,3.044087
2090,SULIFORMES,Sulidae,Sula sula,Red-footed Booby,LC,LC,15.98295,5.849382,10.681051,25.877141,2.83221,1.924158,2.457968,3.291276
2091,COLUMBIFORMES,Columbidae,Phapitreron leucotis,White-eared Brown-dove,LC,LC,15.982341,6.331763,9.969467,21.743831,2.832174,1.992216,2.395116,3.124294
2092,ACCIPITRIFORMES,Accipitridae,Busarellus nigricollis,Black-collared Hawk,LC,LC,15.966688,2.373729,13.011756,18.675708,2.831252,1.216019,2.639897,2.979385
2093,PASSERIFORMES,Pittidae,Pitta phayrei,Eared Pitta,LC,LC,15.966333,4.592418,9.779766,21.493646,2.831231,1.721412,2.377671,3.113233
2094,CUCULIFORMES,Cuculidae,Coccycua pumila,Dwarf Cuckoo,LC,LC,15.96548,2.338141,13.318375,18.954776,2.831181,1.205414,2.661544,2.993468
2095,CUCULIFORMES,Cuculidae,Coccycua cinerea,Ash-coloured Cuckoo,LC,LC,15.96548,2.338141,13.318375,18.954776,2.831181,1.205414,2.661544,2.993468
2096,PASSERIFORMES,Viduidae,Anomalospiza imberbis,Cuckoo Finch,LC,LC,15.963974,4.936296,10.383211,21.927121,2.831092,1.781085,2.43214,3.132321
2097,PASSERIFORMES,Melanocharitidae,Paramythia montium,Crested Berrypecker,LC,LC,15.958079,7.943354,9.083382,27.011339,2.830744,2.190911,2.310889,3.332609
2098,STRIGIFORMES,Strigidae,Glaucidium castanonotum,Chestnut-backed Owlet,NT,NT,7.474624,4.600472,3.949297,15.094404,2.830223,2.415998,2.292393,3.471619
2099,PASSERIFORMES,Nectariniidae,Aethopyga primigenia,Grey-hooded Sunbird,NT,NT,7.46952,2.768852,4.576332,11.08375,2.829621,2.019918,2.411678,3.185009
2100,PASSERIFORMES,Timaliidae,Garrulax konkakinhensis,Chestnut-eared Laughingthrush,VU,VU,3.233565,1.896829,1.642398,6.485817,2.829339,2.449911,2.357981,3.399305
2101,CORACIIFORMES,Coraciidae,Eurystomus gularis,Blue-throated Roller,LC,LC,15.925309,5.115141,10.628577,23.03149,2.82881,1.810768,2.453466,3.179365
2102,TROGONIFORMES,Trogonidae,Apalharpactes mackloti,Sumatran Trogon,LC,LC,15.922912,7.313171,10.149791,35.129869,2.828668,2.117841,2.411421,3.58712
2103,PASSERIFORMES,Thraupidae,Tangara peruviana,Black-backed Tanager,VU,VU,3.228529,1.746199,1.859613,6.335073,2.828149,2.396512,2.436981,3.378962
2104,CUCULIFORMES,Cuculidae,Phaenicophaeus curvirostris,Chestnut-breasted Malkoha,LC,LC,15.913409,3.457253,12.139344,19.884065,2.828107,1.494533,2.575611,3.038986
2105,COLUMBIFORMES,Columbidae,Turacoena modesta,Slaty Cuckoo-dove,NT,NT,7.455423,2.545985,5.170264,10.475263,2.827955,1.958963,2.512889,3.133341
2106,PASSERIFORMES,Sittidae,Tichodroma muraria,Wallcreeper,LC,LC,15.909956,5.695095,11.709403,25.155542,2.827903,1.901375,2.542342,3.264061
2107,PASSERIFORMES,Certhiidae,Salpornis spilonotus,Spotted Treecreeper,LC,LC,15.909237,5.666636,11.709403,25.399099,2.82786,1.897115,2.542342,3.27333
2108,GALLIFORMES,Phasianidae,Lophura hoogerwerfi,Aceh Pheasant,VU,VU,3.226938,1.394248,2.040525,5.457501,2.827772,2.259364,2.498324,3.251537
2109,CHARADRIIFORMES,Charadriidae,Pluvialis dominica,American Golden Plover,LC,LC,15.900618,2.680009,12.880079,19.896134,2.82735,1.302915,2.630455,3.039564
2110,GALLIFORMES,Odontophoridae,Philortyx fasciatus,Banded Quail,LC,LC,15.90019,8.546808,7.910853,27.523839,2.827325,2.256207,2.18727,3.35074
2111,CUCULIFORMES,Cuculidae,Cuculus clamosus,Black Cuckoo,LC,LC,15.897449,4.157848,10.29766,20.173454,2.827163,1.640519,2.424596,3.052748
2112,PASSERIFORMES,Rhinocryptidae,Myornis senilis,Ash-coloured Tapaculo,LC,LC,15.897248,4.553891,11.218208,22.098158,2.827151,1.714499,2.502927,3.139753
2113,PASSERIFORMES,Maluridae,Sipodotus wallacii,Wallace's Fairywren,LC,LC,15.895559,6.299209,10.344651,24.434458,2.827051,1.987766,2.428746,3.236105
2114,PASSERIFORMES,Maluridae,Clytomyias insignis,Orange-crowned Fairywren,LC,LC,15.895114,6.272124,10.345212,24.532815,2.827024,1.984048,2.428796,3.239964
2115,PASSERIFORMES,Fringillidae,Serinus syriacus,Syrian Serin,VU,VU,3.220927,1.599758,1.911048,5.855359,2.826349,2.341713,2.454807,3.311325
2116,PASSERIFORMES,Corvidae,Cyanolyca viridicyanus,White-collared Jay,NT,NT,7.436209,1.791764,5.49357,9.638873,2.82568,1.719821,2.56396,3.057662
2117,PASSERIFORMES,Sittidae,Sitta solangiae,Yellow-billed Nuthatch,NT,NT,7.435644,3.87312,4.073013,14.642971,2.825613,2.276882,2.317082,3.443169
2118,PASSERIFORMES,Thraupidae,Conirostrum tamarugense,Tamarugo Conebill,VU,VU,3.217228,1.47065,1.972984,5.877849,2.825472,2.290776,2.47586,3.3146
2119,PASSERIFORMES,Fringillidae,Serinus ankoberensis,Ankober Serin,VU,VU,3.21654,1.695051,1.908728,5.953326,2.825309,2.377711,2.45401,3.325514
2120,PASSERIFORMES,Maluridae,Amytornis textilis,Thick-billed Grasswren,LC,LC,15.863504,3.279954,12.268459,20.085625,2.825152,1.453942,2.58539,3.048592
2121,PASSERIFORMES,Estrildidae,Estrilda poliopareia,Anambra Waxbill,VU,VU,3.207704,1.893527,1.666638,6.549907,2.823212,2.44877,2.367113,3.40783
2122,PASSERIFORMES,Sylviidae,Macrosphenus kempi,Kemp's Longbill,LC,LC,15.827006,7.419123,9.40117,26.268323,2.822985,2.130506,2.341918,3.305726
2123,PASSERIFORMES,Tyrannidae,Taeniotriccus andrei,Black-chested Tyrant,LC,LC,15.825175,4.285437,10.896392,21.33006,2.822876,1.664955,2.476235,3.105934
2124,PASSERIFORMES,Thraupidae,Bangsia arcaei,Blue-and-gold Tanager,NT,NT,7.404617,2.064293,5.228989,10.016889,2.821928,1.812964,2.522361,3.092577
2125,PASSERIFORMES,Emberizidae,Aimophila sumichrasti,Cinnamon-tailed Sparrow,NT,NT,7.402255,2.197076,4.890385,10.235757,2.821647,1.855384,2.466469,3.112248
2126,PASSERIFORMES,Timaliidae,Actinodura sodangorum,Black-crowned Barwing,VU,VU,3.199619,1.689024,1.967919,6.82932,2.821288,2.375473,2.474155,3.44417
2127,COLUMBIFORMES,Columbidae,Treron fulvicollis,Cinnamon-headed Green-pigeon,NT,NT,7.383478,4.633505,3.972055,15.934575,2.81941,2.421879,2.29698,3.522505
2128,PASSERIFORMES,Thamnophilidae,Pithys castaneus,White-masked Antbird,NT,NT,7.372598,1.393083,5.855692,9.099265,2.818111,1.56573,2.618226,3.00561
2129,PASSERIFORMES,Fringillidae,Hemignathus kauaiensis,Kauai Amakihi,VU,VU,3.186167,0.858675,2.257629,4.288778,2.81808,2.006158,2.567294,3.051882
2130,PASSERIFORMES,Sylviidae,Macrosphenus concolor,Grey Longbill,LC,LC,15.733743,7.437037,9.382017,26.503088,2.817427,2.132631,2.340075,3.314298
2131,PASSERIFORMES,Timaliidae,Garrulax bieti,White-speckled Laughingthrush,VU,VU,3.183061,1.859537,1.714581,6.609028,2.817338,2.436954,2.384932,3.41563
2132,CHARADRIIFORMES,Scolopacidae,Gallinago imperialis,Imperial Snipe,NT,NT,7.362325,3.364168,4.474531,13.196527,2.816884,2.166575,2.393254,3.346145
2133,PASSERIFORMES,Monarchidae,Pomarea iphis,Iphis Monarch,VU,VU,3.179227,0.823173,2.274564,4.223264,2.816421,1.986873,2.572479,3.039417
2134,PASSERIFORMES,Nectariniidae,Aethopyga boltoni,Apo Sunbird,NT,NT,7.357992,2.944167,4.578261,11.175672,2.816365,2.065385,2.412024,3.192587
2135,CUCULIFORMES,Cuculidae,Chrysococcyx osculans,Black-eared Cuckoo,LC,LC,15.683292,5.585571,9.755931,21.392769,2.814408,1.884881,2.375457,3.108738
2136,CHARADRIIFORMES,Scolopacidae,Phalaropus lobatus,Red-necked Phalarope,LC,LC,15.681869,2.386488,12.731018,19.222791,2.814322,1.219793,2.619657,3.00681
2137,CHARADRIIFORMES,Scolopacidae,Phalaropus fulicarius,Red Phalarope,LC,LC,15.681869,2.386488,12.731018,19.222791,2.814322,1.219793,2.619657,3.00681
2138,CHARADRIIFORMES,Scolopacidae,Gallinago stricklandii,Fuegian Snipe,NT,NT,7.339388,3.39818,4.529746,13.461291,2.814137,2.174338,2.403289,3.364623
2139,PICIFORMES,Indicatoridae,Melichneutes robustus,Lyre-tailed Honeyguide,LC,LC,15.678517,9.014558,7.891267,28.197734,2.814121,2.30404,2.18507,3.374091
2140,TROGONIFORMES,Trogonidae,Trogon rufus,Black-throated Trogon,LC,LC,15.668784,2.645689,10.796899,18.882441,2.813538,1.293545,2.467837,2.989837
2141,GALLIFORMES,Cracidae,Penelope jacucaca,White-browed Guan,VU,VU,3.165156,1.012666,2.239026,4.685352,2.813048,2.085755,2.561567,3.124187
2142,PASSERIFORMES,Paridae,Parus semilarvatus,White-fronted Tit,NT,NT,7.328472,3.197284,4.468107,12.413438,2.812827,2.127585,2.39208,3.289404
2143,CHARADRIIFORMES,Scolopacidae,Limosa fedoa,Marbled Godwit,LC,LC,15.656048,2.386284,12.754634,19.213859,2.812773,1.219733,2.621376,3.006368
2144,CHARADRIIFORMES,Scolopacidae,Limosa haemastica,Hudsonian Godwit,LC,LC,15.653915,2.38784,12.754634,19.213859,2.812645,1.220193,2.621376,3.006368
2145,PASSERIFORMES,Acanthizidae,Acanthornis magna,Scrubtit,LC,LC,15.646331,3.630986,11.339557,20.14095,2.81219,1.53277,2.51281,3.051212
2146,GALLIFORMES,Cracidae,Penelope barbata,Bearded Guan,VU,VU,3.159649,1.011037,2.230786,4.622455,2.811725,2.084945,2.55902,3.113063
2147,PASSERIFORMES,Emberizidae,Ammodramus caudacutus,Saltmarsh Sparrow,VU,VU,3.157359,0.92219,2.151042,4.412876,2.811174,2.03976,2.534028,3.075075
2148,PROCELLARIIFORMES,Diomedeidae,Thalassarche bulleri,Buller's Albatross,NT,NT,7.312332,1.444222,5.839397,9.171822,2.810887,1.586874,2.615847,3.012768
2149,CHARADRIIFORMES,Laridae,Larosterna inca,Inca Tern,NT,NT,7.311725,2.296418,4.107547,9.835365,2.810814,1.885983,2.323866,3.075962
2150,GALLIFORMES,Cracidae,Penelope pileata,White-crested Guan,VU,VU,3.154619,1.005922,2.212194,4.639042,2.810515,2.082398,2.553249,3.116009
2151,PASSERIFORMES,Timaliidae,Myzornis pyrrhoura,Fire-tailed Myzornis,LC,LC,15.609365,7.974184,6.604312,22.567253,2.809967,2.194352,2.028715,3.159858
2152,PASSERIFORMES,Tyrannidae,Colonia colonus,Long-tailed Tyrant,LC,LC,15.605984,4.477793,9.542753,21.066648,2.809763,1.700702,2.355439,3.094067
2153,PASSERIFORMES,Muscicapidae,Ficedula timorensis,Black-banded Flycatcher,NT,NT,7.296573,1.874046,5.125037,9.631965,2.80899,1.748868,2.505532,3.057012
2154,APODIFORMES,Trochilidae,Florisuga mellivora,White-necked Jacobin,LC,LC,15.592324,1.743256,13.657666,17.916729,2.80894,1.009145,2.684964,2.940047
2155,APODIFORMES,Trochilidae,Florisuga fusca,Black Jacobin,LC,LC,15.592324,1.743256,13.657666,17.916729,2.80894,1.009145,2.684964,2.940047
2156,PSITTACIFORMES,Psittacidae,Pionopsitta pileata,Pileated Parrot,LC,LC,15.586461,4.640142,10.429565,22.03728,2.808587,1.729909,2.436203,3.137114
2157,OTIDIFORMES,Otididae,Eupodotis melanogaster,Black-bellied Bustard,LC,LC,15.583532,3.672162,11.555797,20.275162,2.80841,1.541622,2.530182,3.05754
2158,OTIDIFORMES,Otididae,Eupodotis hartlaubii,Hartlaub's Bustard,LC,LC,15.571551,3.653604,11.585671,20.273799,2.807687,1.537642,2.532559,3.057476
2159,APODIFORMES,Trochilidae,Schistes geoffroyi,Wedge-billed Hummingbird,LC,LC,15.549277,2.346182,8.829314,18.305702,2.806342,1.20782,2.285369,2.9604
2160,PASSERIFORMES,Emberizidae,Calcarius lapponicus,Lapland Longspur,LC,LC,15.540805,4.334335,10.72415,20.796862,2.80583,1.674164,2.461651,3.081766
2161,GALLIFORMES,Megapodiidae,Alectura lathami,Australian Brush-turkey,LC,LC,15.540656,4.457757,11.118067,22.258588,2.805821,1.697038,2.494697,3.146674
2162,PASSERIFORMES,Acanthizidae,Pycnoptilus floccosus,Pilotbird,LC,LC,15.535459,3.568538,11.374602,19.810741,2.805507,1.519193,2.515646,3.035469
2163,PASSERIFORMES,Eurylaimidae,Smithornis rufolateralis,Rufous-sided Broadbill,LC,LC,15.516482,3.194534,12.226014,19.552068,2.804359,1.433782,2.582186,3.022962
2164,PASSERIFORMES,Melanocharitidae,Toxorhamphus novaeguineae,Green-crowned Longbill,LC,LC,15.516071,6.540966,9.833717,25.035733,2.804334,2.02035,2.382663,3.25947
2165,PASSERIFORMES,Dicruridae,Dicrurus aeneus,Bronzed Drongo,LC,LC,15.513853,5.949364,7.932251,21.028595,2.8042,1.93865,2.189668,3.092341
2166,PASSERIFORMES,Eurylaimidae,Smithornis capensis,African Broadbill,LC,LC,15.511631,3.190145,12.223304,19.542089,2.804065,1.432735,2.581981,3.022476
2167,APODIFORMES,Trochilidae,Heliomaster squamosus,Stripe-breasted Starthroat,LC,LC,15.507882,16.193911,6.120816,31.744398,2.803838,2.844555,1.963022,3.488732
2168,SULIFORMES,Phalacrocoracidae,Phalacrocorax coronatus,Crowned Cormorant,NT,NT,7.253504,4.749605,4.048787,17.805288,2.803785,2.442278,2.312295,3.627285
2169,CHARADRIIFORMES,Laridae,Anous tenuirostris,Lesser Noddy,LC,LC,15.50504,2.721186,11.94682,19.437692,2.803666,1.314042,2.56085,3.017381
2170,PASSERIFORMES,Sittidae,Sitta yunnanensis,Yunnan Nuthatch,NT,NT,7.249792,3.580021,4.116622,13.733977,2.803335,2.214851,2.325642,3.383303
2171,PODICIPEDIFORMES,Podicipedidae,Podiceps major,Great Grebe,LC,LC,15.493553,6.082443,8.995394,24.318767,2.80297,1.957619,2.302124,3.231546
2172,PODICIPEDIFORMES,Podicipedidae,Podiceps cristatus,Great Crested Grebe,LC,LC,15.484202,6.130436,8.957046,24.282224,2.802402,1.964372,2.29828,3.230102
2173,CORACIIFORMES,Alcedinidae,Actenoides monachus,Green-backed Kingfisher,NT,NT,7.239702,3.281749,4.584003,13.207588,2.802111,2.147509,2.413053,3.346923
2174,APODIFORMES,Trochilidae,Augastes lumachella,Hooded Visorbearer,NT,NT,7.239448,3.693993,3.567833,12.160895,2.802081,2.239431,2.212186,3.270397
2175,APODIFORMES,Trochilidae,Augastes scutatus,Hyacinth Visorbearer,NT,NT,7.239448,3.693993,3.567833,12.160895,2.802081,2.239431,2.212186,3.270397
2176,APODIFORMES,Apodidae,Streptoprocne rutila,Chestnut-collared Swift,LC,LC,15.476241,6.720841,10.058075,26.030685,2.801919,2.043923,2.403161,3.296973
2177,PASSERIFORMES,Fringillidae,Hemignathus flavus,Oahu Amakihi,VU,VU,3.117897,1.165616,2.146976,4.825979,2.801637,2.158999,2.532736,3.148621
2178,TROGONIFORMES,Trogonidae,Apaloderma vittatum,Bar-tailed Trogon,LC,LC,15.469944,2.233451,12.94022,18.456386,2.801537,1.17355,2.634778,2.968175
2179,PASSERIFORMES,Sylviidae,Bathmocercus cerviniventris,Black-headed Rufous Warbler,NT,NT,7.230035,2.086144,5.133621,9.911915,2.800938,1.82007,2.506932,3.083002
2180,PASSERIFORMES,Ploceidae,Foudia flavicans,Rodrigues Fody,VU,VU,3.111275,1.675189,1.782967,6.175209,2.800028,2.370314,2.409812,3.356926
2181,PASSERIFORMES,Cracticidae,Cracticus louisiadensis,Tagula Butcherbird,DD,NT,7.217927,3.035134,4.670844,12.552391,2.799465,2.088187,2.428485,3.29971
2182,PASSERIFORMES,Pipridae,Piprites griseiceps,Grey-headed Piprites,LC,LC,15.433943,5.054836,10.384111,23.607485,2.799349,1.800857,2.432219,3.203051
2183,CUCULIFORMES,Cuculidae,Chrysococcyx xanthorhynchus,Violet Cuckoo,LC,LC,15.420385,4.42153,10.578518,19.988346,2.798524,1.690378,2.449152,3.043967
2184,PASSERIFORMES,Fringillidae,Serinus xantholaemus,Salvadori's Serin,VU,VU,3.104754,1.554261,1.871275,5.795412,2.79844,2.324057,2.44105,3.302542
2185,CUCULIFORMES,Cuculidae,Chrysococcyx maculatus,Asian Emerald Cuckoo,LC,LC,15.416663,4.628633,10.267454,19.987661,2.798297,1.727867,2.421918,3.043935
2186,PELECANIFORMES,Ardeidae,Butorides striata,Striated Heron,LC,LC,15.409146,3.691868,11.009553,19.37551,2.797839,1.545831,2.485702,3.014334
2187,PELECANIFORMES,Ardeidae,Butorides virescens,Green Heron,LC,LC,15.409146,3.691868,11.009553,19.37551,2.797839,1.545831,2.485702,3.014334
2188,STRIGIFORMES,Strigidae,Aegolius acadicus,Northern Saw-whet Owl,LC,LC,15.398235,3.359868,10.940074,19.287058,2.797174,1.472442,2.4799,3.009983
2189,STRIGIFORMES,Strigidae,Aegolius harrisii,Buff-fronted Owl,LC,LC,15.398038,3.270484,11.186451,19.239476,2.797162,1.451727,2.500325,3.007635
2190,STRIGIFORMES,Strigidae,Ninox sumbaensis,Little Sumba Hawk-owl,NT,NT,7.19539,4.074482,4.084778,14.388666,2.796719,2.317372,2.319399,3.426778
2191,APODIFORMES,Apodidae,Streptoprocne biscutata,Biscutate Swift,LC,LC,15.372054,5.784472,10.112507,24.116957,2.795576,1.914636,2.408071,3.223543
