Family,Genus,Species,Common name,GE,ED,EDGE,ED Rank
Struthionidae,Struthio,Struthio camelus,Common Ostrich,LC,40.8186375,3.7333421134,20
Struthionidae,Struthio,Struthio molybdophanes,Somali Ostrich,VU,40.8186375,5.1196364745,20
Rheidae,Rhea,Rhea americana,Greater Rhea,NT,25.6583758333,3.976250572,132
Rheidae,Rhea,Rhea pennata,Lesser Rhea,LC,24.8030966389,3.2504945095,150
Rheidae,Rhea,Rhea tarapacensis,Puna Rhea,NT,25.6583758333,3.976250572,132
Tinamidae,Nothocercus,Nothocercus julius,Tawny-breasted Tinamou,LC,24.4624593852,3.2372051865,162
Tinamidae,Nothocercus,Nothocercus bonapartei,Highland Tinamou,LC,24.5749600101,3.2416137482,157
Tinamidae,Nothocercus,Nothocercus nigrocapillus,Hooded Tinamou,VU,24.8579782604,4.6389135512,148
Tinamidae,Tinamus,Tinamus tao,Grey Tinamou,VU,22.7442524885,4.5536348618,196
Tinamidae,Tinamus,Tinamus solitarius,Solitary Tinamou,NT,22.8213441081,3.8637291706,190
Tinamidae,Tinamus,Tinamus osgoodi,Black Tinamou,VU,22.7543254216,4.554058998,194
Tinamidae,Tinamus,Tinamus major,Great Tinamou,NT,22.5878580938,3.8538792726,203
Tinamidae,Tinamus,Tinamus guttatus,White-throated Tinamou,NT,22.6443135155,3.8562698233,201
Tinamidae,Crypturellus,Crypturellus berlepschi,Berlepsch's Tinamou,LC,19.5965451591,3.025123351,336
Tinamidae,Crypturellus,Crypturellus cinereus,Cinereous Tinamou,LC,19.4925168649,3.0200597885,347
Tinamidae,Crypturellus,Crypturellus ptaritepui,Tepui Tinamou,LC,19.5504044234,3.0228806207,340
Tinamidae,Crypturellus,Crypturellus soui,Little Tinamou,LC,21.9328341431,3.132569689,215
Tinamidae,Crypturellus,Crypturellus obsoletus,Brown Tinamou,LC,21.0112563343,3.0915539741,249
Tinamidae,Crypturellus,Crypturellus undulatus,Undulated Tinamou,LC,21.2095161398,3.100520852,239
Tinamidae,Crypturellus,Crypturellus strigulosus,Brazilian Tinamou,LC,21.3291317145,3.1058921808,230
Tinamidae,Crypturellus,Crypturellus duidae,Grey-legged Tinamou,NT,19.8837842955,3.7321201674,309
Tinamidae,Crypturellus,Crypturellus erythropus,Red-legged Tinamou,LC,19.6376587042,3.0271174993,332
Tinamidae,Crypturellus,Crypturellus noctivagus,Yellow-legged Tinamou,NT,19.798938,3.7280491083,320
Tinamidae,Crypturellus,Crypturellus atrocapillus,Black-capped Tinamou,NT,19.843172,3.7301735932,317
Tinamidae,Crypturellus,Crypturellus occidentalis,Western Thicket Tinamou,LC,20.3265234383,3.0599515299,279
Tinamidae,Crypturellus,Crypturellus cinnamomeus,Eastern Thicket Tinamou,LC,19.6976896066,3.0300220808,325
Tinamidae,Crypturellus,Crypturellus transfasciatus,Pale-browed Tinamou,NT,19.813062,3.7287279509,319
Tinamidae,Crypturellus,Crypturellus boucardi,Slaty-breasted Tinamou,LC,19.6301133111,3.0267518196,333
Tinamidae,Crypturellus,Crypturellus kerriae,Choco Tinamou,VU,19.763925,4.4195114671,321
Tinamidae,Crypturellus,Crypturellus variegatus,Variegated Tinamou,LC,20.476932282,3.066979442,270
Tinamidae,Crypturellus,Crypturellus brevirostris,Rusty Tinamou,LC,19.5848314809,3.0245544687,337
Tinamidae,Crypturellus,Crypturellus bartletti,Bartlett's Tinamou,LC,19.5616569918,3.0234280303,338
Tinamidae,Crypturellus,Crypturellus casiquiare,Barred Tinamou,LC,19.6805746885,3.0291948388,327
Tinamidae,Crypturellus,Crypturellus parvirostris,Small-billed Tinamou,LC,21.1420844157,3.0974800699,245
Tinamidae,Crypturellus,Crypturellus tataupa,Tataupa Tinamou,LC,20.8842683646,3.0857680392,254
Tinamidae,Rhynchotus,Rhynchotus rufescens,Red-winged Tinamou,LC,21.8318252616,3.1281554075,218
Tinamidae,Rhynchotus,Rhynchotus maculicollis,Huayco Tinamou,LC,21.825178056,3.1278642274,219
Tinamidae,Nothoprocta,Nothoprocta taczanowskii,Taczanowski's Tinamou,VU,18.054919,4.3336196446,425
Tinamidae,Nothoprocta,Nothoprocta ornata,Ornate Tinamou,LC,18.026839,2.9458505614,427
Tinamidae,Nothoprocta,Nothoprocta perdicaria,Chilean Tinamou,LC,19.660183,3.0282083213,329
Tinamidae,Nothoprocta,Nothoprocta cinerascens,Brushland Tinamou,LC,19.724966,3.0313390605,322
Tinamidae,Nothoprocta,Nothoprocta pentlandii,Andean Tinamou,LC,18.294241,2.9598066576,405
Tinamidae,Nothoprocta,Nothoprocta curvirostris,Curve-billed Tinamou,LC,18.249307,2.9574750601,407
Tinamidae,Nothura,Nothura boraquira,White-bellied Nothura,LC,20.388154,3.0628372174,277
Tinamidae,Nothura,Nothura minor,Lesser Nothura,VU,20.383574,4.4489174183,278
Tinamidae,Nothura,Nothura darwinii,Darwin's Nothura,LC,20.055868,3.0471792861,294
Tinamidae,Nothura,Nothura maculosa,Spotted Nothura,LC,19.84429,3.0370800498,316
Tinamidae,Nothura,Nothura chacoensis,Chaco Nothura,LC,20.452256,3.0658298147,273
Tinamidae,Taoniscus,Taoniscus nanus,Dwarf Tinamou,VU,24.155264211,4.6113615483,165
Tinamidae,Eudromia,Eudromia elegans,Elegant Crested Tinamou,LC,28.0696785683,3.3696956573,98
Tinamidae,Eudromia,Eudromia formosa,Quebracho Crested Tinamou,LC,28.0039078451,3.3674305742,99
Tinamidae,Tinamotis,Tinamotis pentlandii,Puna Tinamou,LC,31.563435376,3.4831900447,59
Tinamidae,Tinamotis,Tinamotis ingoufi,Patagonian Tinamou,LC,31.3919207862,3.4779090333,60
Casuariidae,Casuarius,Casuarius casuarius,Southern Cassowary,VU,18.81315,4.3726402198,380
Casuariidae,Casuarius,Casuarius bennetti,Dwarf Cassowary,LC,18.774831,2.9844099675,385
Casuariidae,Casuarius,Casuarius unappendiculatus,Northern Cassowary,VU,19.977593,4.4297492292,297
Casuariidae,Dromaius,Dromaius novaehollandiae,Common Emu,LC,28.677251,3.3903807927,85
Apterygidae,Apteryx,Apteryx haastii,Great Spotted Kiwi,VU,15.4455637,4.1863501181,660
Apterygidae,Apteryx,Apteryx owenii,Little Spotted Kiwi,NT,15.051888297,3.4689736741,707
Apterygidae,Apteryx,Apteryx mantelli,Northern Brown Kiwi,EN,15.233759,4.8665345045,689
Apterygidae,Apteryx,Apteryx australis,Southern Brown Kiwi,VU,14.87587227,4.1510948505,728
Apterygidae,Apteryx,Apteryx rowi,Rowi,EN,15.4161855,4.8777093106,662
Megapodiidae,Alectura,Alectura lathami,Australian Brush-turkey,LC,15.540656,2.8058213502,654
Megapodiidae,Aepypodius,Aepypodius arfakianus,Wattled Brush-turkey,LC,13.666186,2.685544572,871
Megapodiidae,Aepypodius,Aepypodius bruijnii,Waigeo Brush-turkey,EN,13.666186,4.7649861137,871
Megapodiidae,Talegalla,Talegalla cuvieri,Red-billed Brush-turkey,LC,17.145142,2.8984028665,515
Megapodiidae,Talegalla,Talegalla fuscirostris,Black-billed Brush-turkey,LC,17.017178,2.8913256361,525
Megapodiidae,Talegalla,Talegalla jobiensis,Collared Brush-turkey,LC,16.956688,2.8879626361,547
Megapodiidae,Leipoa,Leipoa ocellata,Malleefowl,VU,29.447306,4.8022918785,76
Megapodiidae,Macrocephalon,Macrocephalon maleo,Maleo,EN,32.45188,5.58954953,52
Megapodiidae,Eulipoa,Eulipoa wallacei,Moluccan Scrubfowl,VU,22.987558,4.5638296404,179
Megapodiidae,Megapodius,Megapodius nicobariensis,Nicobar Scrubfowl,VU,10.099013,3.7931505466,1713
Megapodiidae,Megapodius,Megapodius cumingii,Philippine Scrubfowl,LC,12.821808,2.6262476347,984
Megapodiidae,Megapodius,Megapodius bernsteinii,Sula Scrubfowl,VU,10.305155,3.8115531775,1647
Megapodiidae,Megapodius,Megapodius tenimberensis,Tanimbar Scrubfowl,NT,12.858439,3.3220415417,972
Megapodiidae,Megapodius,Megapodius layardi,Vanuatu Scrubfowl,VU,10.315272,3.8124476788,1638
Megapodiidae,Megapodius,Megapodius laperouse,Micronesian Scrubfowl,EN,10.207122,4.4959910107,1676
Megapodiidae,Megapodius,Megapodius pritchardii,Tongan Scrubfowl,EN,10.31707,4.505753747,1636
Megapodiidae,Megapodius,Megapodius freycinet,Dusky Scrubfowl,LC,8.145055,2.213213296,2678
Megapodiidae,Megapodius,Megapodius geelvinkianus,Biak Scrubfowl ,VU,10.144717,3.7972599351,1697
Megapodiidae,Megapodius,Megapodius decollatus,New Guinea Scrubfowl,LC,8.207519,2.2200204329,2633
Megapodiidae,Megapodius,Megapodius eremita,Melanesian Scrubfowl,LC,9.910731,2.3897468004,1771
Megapodiidae,Megapodius,Megapodius reinwardt,Orange-footed Scrubfowl,LC,8.643276,2.2662608849,2358
Cracidae,Chamaepetes,Chamaepetes unicolor,Black Guan,NT,4.7387334517,2.4403857135,7117
Cracidae,Chamaepetes,Chamaepetes goudotii,Sickle-winged Guan,LC,4.7172699875,1.7434914165,7139
Cracidae,Penelopina,Penelopina nigra,Highland Guan,VU,5.7038974986,3.2889834346,5565
Cracidae,Penelope,Penelope argyrotis,Band-tailed Guan,LC,3.4547213535,1.493964512,9103
Cracidae,Penelope,Penelope barbata,Bearded Guan,VU,3.159649,2.8117250568,9502
Cracidae,Penelope,Penelope ortoni,Baudo Guan,EN,3.127931,3.4972178546,9575
Cracidae,Penelope,Penelope montagnii,Andean Guan,LC,3.3968571658,1.4808900052,9171
Cracidae,Penelope,Penelope marail,Marail Guan,LC,3.116084,1.4149022259,9600
Cracidae,Penelope,Penelope superciliaris,Rusty-margined Guan,LC,3.5077435869,1.505796715,9037
Cracidae,Penelope,Penelope dabbenei,Red-faced Guan,LC,3.144709,1.4218325811,9526
Cracidae,Penelope,Penelope jacquacu,Spix's Guan,LC,3.3857348706,1.4783571992,9191
Cracidae,Penelope,Penelope purpurascens,Crested Guan,LC,3.3904413673,1.4794297613,9183
Cracidae,Penelope,Penelope perspicax,Cauca Guan,EN,3.129012,3.4974796949,9571
Cracidae,Penelope,Penelope albipennis,White-winged Guan,CR,3.137869,4.1927696433,9538
Cracidae,Penelope,Penelope obscura,Dusky-legged Guan,LC,3.060615,1.40133444,9676
Cracidae,Penelope,Penelope pileata,White-crested Guan,VU,3.154619,2.8105150885,9506
Cracidae,Penelope,Penelope ochrogaster,Chestnut-bellied Guan,VU,3.055905,2.786468205,9685
Cracidae,Penelope,Penelope jacucaca,White-browed Guan,VU,3.165156,2.813048091,9495
Cracidae,Pipile,Pipile pipile,Trinidad Piping-guan,CR,2.2969275,3.9655796964,10402
Cracidae,Pipile,Pipile cumanensis,Blue-throated Piping-guan,LC,2.231310495,1.172887781,10442
Cracidae,Pipile,Pipile grayi,White-throated Piping-guan,NT,2.39685975,1.9159985825,10292
Cracidae,Pipile,Pipile cujubi,Red-throated Piping-guan,LC,2.3007615445,1.1941532129,10399
Cracidae,Pipile,Pipile jacutinga,Black-fronted Piping-guan,EN,2.58730945,3.3568440064,10162
Cracidae,Aburria,Aburria aburri,Wattled Guan,NT,3.268263,2.1443541335,9332
Cracidae,Oreophasis,Oreophasis derbianus,Horned Guan,EN,8.0611618364,4.2834388915,2717
Cracidae,Ortalis,Ortalis vetula,Plain Chachalaca,LC,3.3560689189,1.4715700265,9231
Cracidae,Ortalis,Ortalis cinereiceps,Grey-headed Chachalaca,LC,3.425375115,1.4873550466,9135
Cracidae,Ortalis,Ortalis garrula,Chestnut-winged Chachalaca,LC,3.155578768,1.424451713,9504
Cracidae,Ortalis,Ortalis ruficauda,Rufous-vented Chachalaca,LC,3.16450484,1.4265973826,9496
Cracidae,Ortalis,Ortalis erythroptera,Rufous-headed Chachalaca,VU,3.6675171,2.9269216212,8846
Cracidae,Ortalis,Ortalis wagleri,Rufous-bellied Chachalaca,LC,3.5666042326,1.5187698724,8968
Cracidae,Ortalis,Ortalis poliocephala,West Mexican Chachalaca,LC,3.9707355168,1.6035678205,8349
Cracidae,Ortalis,Ortalis canicollis,Chaco Chachalaca,LC,3.8582587007,1.5806800817,8574
Cracidae,Ortalis,Ortalis leucogastra,White-bellied Chachalaca,LC,3.3407747162,1.4680528382,9253
Cracidae,Ortalis,Ortalis columbiana,Colombian Chachalaca,LC,3.69499635,1.5464973352,8806
Cracidae,Ortalis,Ortalis guttata,Speckled Chachalaca,LC,3.7236062574,1.5525725454,8781
Cracidae,Ortalis,Ortalis araucuan,East Brazilian Chachalaca,LC,3.69499635,1.5464973352,8806
Cracidae,Ortalis,Ortalis squamata,Scaled Chachalaca,LC,3.69499635,1.5464973352,8806
Cracidae,Ortalis,Ortalis motmot,Little Chachalaca,LC,4.2343044033,1.6552339613,7865
Cracidae,Ortalis,Ortalis superciliaris,Buff-browed Chachalaca,LC,3.5187972404,1.5082458612,9024
Cracidae,Nothocrax,Nothocrax urumutum,Nocturnal Curassow,LC,4.4001038419,1.6864181834,7651
Cracidae,Crax,Crax rubra,Great Curassow,VU,4.1405498165,3.0234544031,8055
Cracidae,Crax,Crax alberti,Blue-billed Curassow,CR,4.267633375,4.434169909,7839
Cracidae,Crax,Crax daubentoni,Yellow-knobbed Curassow,NT,4.0923552928,2.3208876335,8105
Cracidae,Crax,Crax alector,Black Curassow,VU,3.580364805,2.9080730078,8944
Cracidae,Crax,Crax fasciolata,Bare-faced Curassow,VU,3.5410713111,2.899457317,9002
Cracidae,Crax,Crax pinima,Belem Curassow,CR,3.9980997321,4.3816465089,8305
Cracidae,Crax,Crax globulosa,Wattled Curassow,EN,3.9566762734,3.6801769516,8366
Cracidae,Crax,Crax blumenbachii,Red-billed Curassow,EN,3.9019964155,3.6690840956,8470
Cracidae,Mitu,Mitu tomentosum,Crestless Curassow,NT,3.7744016993,2.2564158481,8710
Cracidae,Mitu,Mitu tuberosum,Razor-billed Curassow,LC,3.3460289295,1.4692625384,9246
Cracidae,Mitu,Mitu salvini,Salvin's Curassow,LC,3.4617894314,1.4955499034,9094
Cracidae,Pauxi,Pauxi unicornis,Horned Curassow,CR,2.9357421667,4.1426881928,9814
Cracidae,Pauxi,Pauxi koepckeae,Sira Curassow,CR,3.57032125,4.2921722201,8952
Cracidae,Pauxi,Pauxi pauxi,Helmeted Curassow,EN,4.012237,3.6913238641,8282
Numididae,Numida,Numida meleagris,Helmeted Guineafowl,LC,10.3232541382,2.4268584995,1632
Numididae,Agelastes,Agelastes meleagrides,White-breasted Guineafowl,VU,9.726368375,3.7589994052,1829
Numididae,Agelastes,Agelastes niger,Black Guineafowl,LC,9.3042641468,2.3325578044,1994
Numididae,Acryllium,Acryllium vulturinum,Vulturine Guineafowl,LC,12.3557828359,2.5919494623,1064
Numididae,Guttera,Guttera plumifera,Plumed Guineafowl,LC,7.6631145,2.1590743,3005
Numididae,Guttera,Guttera verreauxi,Western Crested Guineafowl,LC,7.6631145,2.1590743,3005
Numididae,Guttera,Guttera pucherani,Eastern Crested Guineafowl,LC,7.3438180625,2.1215209129,3339
Numididae,Guttera,Guttera edouardi,Southern Crested Guineafowl,LC,7.6631145,2.1590743,3005
Odontophoridae,Ptilopachus,Ptilopachus petrosus,Stone Partridge,LC,16.4000434716,2.8564727046,589
Odontophoridae,Ptilopachus,Ptilopachus nahani,Nahan's Partridge,EN,15.8156965535,4.9017543105,629
Odontophoridae,Philortyx,Philortyx fasciatus,Banded Quail,LC,11.1643736108,2.4985114838,1362
Odontophoridae,Oreortyx,Oreortyx pictus,Mountain Quail,LC,9.986563591,2.3966730344,1743
Odontophoridae,Colinus,Colinus virginianus,Northern Bobwhite,NT,4.677935,2.4297347909,7201
Odontophoridae,Colinus,Colinus nigrogularis,Black-throated Bobwhite,LC,5.400049,1.8563056466,6101
Odontophoridae,Colinus,Colinus leucopogon,Spot-bellied Bobwhite,LC,5.368129,1.8513057059,6141
Odontophoridae,Colinus,Colinus cristatus,Crested Bobwhite,LC,4.667977,1.734832264,7215
Odontophoridae,Callipepla,Callipepla squamata,Scaled Quail,LC,6.110274606,1.9615408656,4963
Odontophoridae,Callipepla,Callipepla douglasii,Elegant Quail,LC,6.095857129,1.9595111108,4980
Odontophoridae,Callipepla,Callipepla gambelii,Gambel's Quail,LC,5.294732,1.8397130931,6265
Odontophoridae,Callipepla,Callipepla californica,California Quail,LC,5.294732,1.8397130931,6265
Odontophoridae,Dendrortyx,Dendrortyx barbatus,Bearded Wood-partridge,VU,8.1506827571,3.6001228559,2671
Odontophoridae,Dendrortyx,Dendrortyx macroura,Long-tailed Wood-partridge,LC,7.9748724423,2.1944287217,2775
Odontophoridae,Dendrortyx,Dendrortyx leucophrys,Buffy-crowned Wood-partridge,LC,7.9467037629,2.1912851698,2790
Odontophoridae,Odontophorus,Odontophorus gujanensis,Marbled Wood-quail,NT,6.171785,2.6633017582,4904
Odontophoridae,Odontophorus,Odontophorus capueira,Spot-winged Wood-quail,LC,6.0285906417,1.949986208,5103
Odontophoridae,Odontophorus,Odontophorus melanotis,Black-eared Wood-quail,LC,6.0602283135,1.95447739,5018
Odontophoridae,Odontophorus,Odontophorus erythrops,Rufous-fronted Wood-quail,LC,6.0411886608,1.9517769998,5046
Odontophoridae,Odontophorus,Odontophorus atrifrons,Black-fronted Wood-quail,VU,6.220825,3.3632635734,4837
Odontophoridae,Odontophorus,Odontophorus hyperythrus,Chestnut Wood-quail,NT,6.122986,2.6564742001,4949
Odontophoridae,Odontophorus,Odontophorus melanonotus,Dark-backed Wood-quail,VU,6.216399,3.3626504361,4844
Odontophoridae,Odontophorus,Odontophorus speciosus,Rufous-breasted Wood-quail,NT,6.118829,2.6558904262,4954
Odontophoridae,Odontophorus,Odontophorus dialeucos,Tacarcuna Wood-quail,VU,6.146137,3.3528662921,4931
Odontophoridae,Odontophorus,Odontophorus strophium,Gorgeted Wood-quail,EN,6.089965,4.0381219457,4991
Odontophoridae,Odontophorus,Odontophorus columbianus,Venezuelan Wood-quail,NT,6.10444,2.6538671213,4969
Odontophoridae,Odontophorus,Odontophorus leucolaemus,Black-breasted Wood-quail,LC,6.0097315743,1.9472994085,5134
Odontophoridae,Odontophorus,Odontophorus balliviani,Stripe-faced Wood-quail,LC,6.067812788,1.9555510668,5005
Odontophoridae,Odontophorus,Odontophorus stellatus,Starred Wood-quail,LC,6.0216296223,1.948995331,5113
Odontophoridae,Odontophorus,Odontophorus guttatus,Spotted Wood-quail,LC,6.0179590169,1.9484724374,5117
Odontophoridae,Rhynchortyx,Rhynchortyx cinctus,Tawny-faced Quail,LC,7.5877500458,2.1503367745,3046
Odontophoridae,Dactylortyx,Dactylortyx thoracicus,Singing Quail,LC,7.6300580452,2.1552512311,3024
Odontophoridae,Cyrtonyx,Cyrtonyx montezumae,Montezuma Quail,LC,6.1925681667,1.9730482939,4879
Odontophoridae,Cyrtonyx,Cyrtonyx sallei,Spot-breasted Quail,NT,6.406105,2.6954518406,4539
Odontophoridae,Cyrtonyx,Cyrtonyx ocellatus,Ocellated Quail,VU,6.406105,3.3885990212,4539
Phasianidae,Xenoperdix,Xenoperdix udzungwensis,Udzungwa Forest-partridge,EN,11.8302651325,4.6312483851,1192
Phasianidae,Rollulus,Rollulus rouloul,Crested Partridge,NT,8.9765903216,2.9933885614,2133
Phasianidae,Arborophila,Arborophila torqueola,Hill Partridge,LC,4.0663420313,1.6226190644,8218
Phasianidae,Arborophila,Arborophila rufogularis,Rufous-throated Partridge,LC,4.1071340972,1.6306384049,8087
Phasianidae,Arborophila,Arborophila atrogularis,White-cheeked Partridge,NT,4.4182697563,2.3829237119,7620
Phasianidae,Arborophila,Arborophila crudigularis,Taiwan Partridge,LC,4.4529830506,1.6961628077,7566
Phasianidae,Arborophila,Arborophila mandellii,Chestnut-breasted Partridge,VU,4.3771868237,3.0684597033,7696
Phasianidae,Arborophila,Arborophila brunneopectus,Bar-backed Partridge,LC,4.2295788284,1.6543307449,7872
Phasianidae,Arborophila,Arborophila rufipectus,Sichuan Partridge,EN,4.156615,3.7197218982,8001
Phasianidae,Arborophila,Arborophila gingica,Collared Partridge,NT,4.1926434553,2.3403900843,7926
Phasianidae,Arborophila,Arborophila davidi,Orange-necked Partridge,NT,4.476969956,2.3936992009,7520
Phasianidae,Arborophila,Arborophila cambodiana,Chestnut-headed Partridge,LC,4.4410984051,1.6939809532,7580
Phasianidae,Arborophila,Arborophila campbelli,Malay Partridge,LC,4.3308733878,1.6735150874,7765
Phasianidae,Arborophila,Arborophila rolli,Tan-breasted Partridge,LC,4.3449474236,1.6761517079,7747
Phasianidae,Arborophila,Arborophila sumatrana,Sumatran Partridge,LC,4.4912083961,1.7031483399,7502
Phasianidae,Arborophila,Arborophila orientalis,White-faced Partridge ,VU,4.4611015909,3.0839448871,7562
Phasianidae,Arborophila,Arborophila javanica,Chestnut-bellied Partridge,LC,4.8010339429,1.7580361677,7029
Phasianidae,Arborophila,Arborophila rubrirostris,Red-billed Partridge,LC,4.4177786707,1.6896858921,7621
Phasianidae,Arborophila,Arborophila hyperythra,Bornean Partridge,LC,4.427689278,1.691513496,7600
Phasianidae,Arborophila,Arborophila ardens,Hainan Partridge,VU,4.4476386498,3.0814766006,7572
Phasianidae,Arborophila,Arborophila chloropus,Green-legged Partridge,LC,4.3948604586,1.6854467334,7658
Phasianidae,Arborophila,Arborophila tonkinensis,Tonkin Partridge,LC,4.4322307909,1.6923498766,7596
Phasianidae,Arborophila,Arborophila charltonii,Chestnut-necklaced Partridge,VU,4.461741205,3.0840620021,7560
Phasianidae,Arborophila,Arborophila graydoni,Sabah Partridge,LC,4.4322307909,1.6923498766,7596
Phasianidae,Rhizothera,Rhizothera longirostris,Long-billed Partridge,NT,9.85343175,3.0776285009,1789
Phasianidae,Rhizothera,Rhizothera dulitensis,Dulit Partridge,VU,9.85343175,3.7707756814,1789
Phasianidae,Melanoperdix,Melanoperdix niger,Black Partridge,VU,8.15865514,3.6009937103,2663
Phasianidae,Haematortyx,Haematortyx sanguiniceps,Crimson-headed Partridge,LC,7.9445701216,2.1910466579,2794
Phasianidae,Caloperdix,Caloperdix oculeus,Ferruginous Partridge,NT,8.8825283378,2.9839155642,2187
Phasianidae,Galloperdix,Galloperdix spadicea,Red Spurfowl,LC,5.7462697301,1.9089897195,5500
Phasianidae,Galloperdix,Galloperdix lunulata,Painted Spurfowl,LC,5.7177842454,1.9047583748,5544
Phasianidae,Galloperdix,Galloperdix bicalcarata,Sri Lanka Spurfowl,LC,5.7552011148,1.9103127437,5494
Phasianidae,Afropavo,Afropavo congensis,Congo Peafowl,VU,7.8268835869,3.5640963788,2863
Phasianidae,Pavo,Pavo cristatus,Indian Peafowl,LC,6.6521684157,2.0349890607,4173
Phasianidae,Pavo,Pavo muticus,Green Peafowl,EN,6.879840689,4.1437492282,3830
Phasianidae,Argusianus,Argusianus argus,Great Argus,NT,9.3707283503,3.0321344366,1957
Phasianidae,Rheinardia,Rheinardia ocellata,Crested Argus,NT,9.3806521947,3.0330908882,1951
Phasianidae,Polyplectron,Polyplectron napoleonis,Palawan Peacock-pheasant,VU,6.457634769,3.39553267,4485
Phasianidae,Polyplectron,Polyplectron malacense,Malay Peacock-pheasant,VU,5.145983,3.2020930588,6506
Phasianidae,Polyplectron,Polyplectron schleiermacheri,Bornean Peacock-pheasant,EN,5.145983,3.8952402394,6506
Phasianidae,Polyplectron,Polyplectron germaini,Germain's Peacock-pheasant,NT,4.171463,2.3363028078,7978
Phasianidae,Polyplectron,Polyplectron katsumatae,Hainan Peacock-pheasant,EN,4.410838,3.7678455209,7631
Phasianidae,Polyplectron,Polyplectron bicalcaratum,Grey Peacock-pheasant,LC,3.497348,1.5034878897,9055
Phasianidae,Polyplectron,Polyplectron inopinatum,Mountain Peacock-pheasant,VU,3.812331,2.9574759432,8644
Phasianidae,Polyplectron,Polyplectron chalcurum,Bronze-tailed Peacock-pheasant,LC,3.497348,1.5034878897,9055
Phasianidae,Margaroperdix,Margaroperdix madagarensis,Madagascar Partridge,LC,7.2514512083,2.1103890889,3432
Phasianidae,Coturnix,Coturnix coturnix,Common Quail,LC,5.129845,1.8131694641,6527
Phasianidae,Coturnix,Coturnix japonica,Japanese Quail,NT,5.124016,2.505365271,6534
Phasianidae,Coturnix,Coturnix coromandelica,Rain Quail,LC,5.7917470534,1.9157082065,5439
Phasianidae,Coturnix,Coturnix delegorguei,Harlequin Quail,LC,5.8206811041,1.9199593355,5405
Phasianidae,Coturnix,Coturnix pectoralis,Stubble Quail,LC,6.2491512661,1.9808843953,4794
Phasianidae,Synoicus,Synoicus ypsilophorus,Brown Quail,LC,6.70597094,2.0419954751,4095
Phasianidae,Synoicus,Synoicus chinensis,Asian Blue Quail,LC,6.7964671215,2.0536706979,3911
Phasianidae,Synoicus,Synoicus adansonii,African Blue Quail,LC,5.9619243943,1.9404559296,5194
Phasianidae,Anurophasis,Anurophasis monorthonyx,Snow Mountain Quail,NT,6.0513418403,2.6463651112,5029
Phasianidae,Tetraogallus,Tetraogallus caucasicus,Caucasian Snowcock,LC,5.4475464114,1.8636996571,6002
Phasianidae,Tetraogallus,Tetraogallus caspius,Caspian Snowcock,LC,5.127852,1.8128442807,6529
Phasianidae,Tetraogallus,Tetraogallus himalayensis,Himalayan Snowcock,LC,5.033658,1.7973534603,6646
Phasianidae,Tetraogallus,Tetraogallus tibetanus,Tibetan Snowcock,LC,6.0705012609,1.9559313771,5001
Phasianidae,Tetraogallus,Tetraogallus altaicus,Altai Snowcock,LC,5.027487,1.7963301743,6660
Phasianidae,Alectoris,Alectoris graeca,Rock Partridge,NT,4.776985,2.4470291009,7060
Phasianidae,Alectoris,Alectoris chukar,Chukar,LC,4.47133,1.6995217313,7532
Phasianidae,Alectoris,Alectoris magna,Przevalski's Partridge,LC,4.578234,1.7188722388,7368
Phasianidae,Alectoris,Alectoris philbyi,Philby's Partridge,LC,4.520004,1.7083785849,7430
Phasianidae,Alectoris,Alectoris barbara,Barbary Partridge,LC,6.3424787269,1.9936764868,4632
Phasianidae,Alectoris,Alectoris rufa,Red-legged Partridge,LC,4.527649,1.7097625895,7425
Phasianidae,Alectoris,Alectoris melanocephala,Arabian Partridge,LC,6.3017229614,1.9881103424,4684
Phasianidae,Lerwa,Lerwa lerwa,Snow Partridge,LC,5.2572510818,1.8337409644,6327
Phasianidae,Ammoperdix,Ammoperdix griseogularis,See-see Partridge,LC,6.6466456174,2.0342670703,4176
Phasianidae,Ammoperdix,Ammoperdix heyi,Sand Partridge,LC,6.6430001164,2.0337902115,4183
Phasianidae,Perdicula,Perdicula asiatica,Jungle Bush-quail,LC,5.7716668077,1.9127472616,5470
Phasianidae,Perdicula,Perdicula argoondah,Rock Bush-quail,LC,5.7615870478,1.9112576329,5481
Phasianidae,Perdicula,Perdicula erythrorhyncha,Painted Bush-quail,LC,5.7752620509,1.9132780451,5465
Phasianidae,Perdicula,Perdicula manipurensis,Manipur Bush-quail,EN,6.0432447036,4.0315105011,5040
Phasianidae,Ophrysia,Ophrysia superciliosa,Himalayan Quail,CR,5.9619243943,4.7130446518,5194
Phasianidae,Pternistis,Pternistis hartlaubi,Hartlaub's Francolin,LC,6.3499746103,1.9946968588,4624
Phasianidae,Pternistis,Pternistis bicalcaratus,Double-spurred Francolin,LC,3.919758,1.5932593423,8434
Phasianidae,Pternistis,Pternistis icterorhynchus,Heuglin's Francolin,LC,3.923247,1.5939682722,8421
Phasianidae,Pternistis,Pternistis clappertoni,Clapperton's Francolin,LC,3.653286,1.5375736367,8870
Phasianidae,Pternistis,Pternistis harwoodi,Harwood's Francolin,VU,3.658952,2.9250848913,8865
Phasianidae,Pternistis,Pternistis adspersus,Red-billed Francolin,LC,3.373608,1.4755882978,9202
Phasianidae,Pternistis,Pternistis capensis,Cape Francolin,LC,3.369946,1.4747506521,9213
