Family,Genus,Species,Common name,GE,ED,EDGE,ED Rank
Muscicapidae,Tychaedon,Tychaedon barbata,Miombo Scrub-robin,LC,6.5716594209,2.0244122536,4294
Muscicapidae,Cercotrichas,Cercotrichas paena,Kalahari Scrub-robin,LC,4.4237052,1.6907791981,7606
Muscicapidae,Cercotrichas,Cercotrichas galactotes,Rufous-tailed Scrub-robin,LC,4.4237052,1.6907791981,7606
Muscicapidae,Cercotrichas,Cercotrichas podobe,Black Scrub-robin,LC,4.4237052,1.6907791981,7606
Muscicapidae,Cercotrichas,Cercotrichas hartlaubi,Brown-backed Scrub-robin,LC,4.4237052,1.6907791981,7606
Muscicapidae,Cercotrichas,Cercotrichas leucophrys,White-browed Scrub Robin,LC,4.4237052,1.6907791981,7606
Muscicapidae,Copsychus,Copsychus mindanensis,Philippine Magpie-robin,LC,7.0927176125,2.0909645971,3586
Muscicapidae,Copsychus,Copsychus pica,Pelzeln’s Magpie-robin,LC,7.0927176125,2.0909645971,3586
Muscicapidae,Copsychus,Copsychus albospecularis,Madagascar Magpie-robin,LC,4.941629,1.7819833382,6782
Muscicapidae,Copsychus,Copsychus sechellarum,Seychelles Magpie-robin,EN,3.78093,3.6440766299,8701
Muscicapidae,Copsychus,Copsychus saularis,Oriental Magpie-robin,LC,3.123164,1.4166208298,9586
Muscicapidae,Saxicoloides,Saxicoloides fulicatus,Indian Robin,LC,7.1677323237,2.100191309,3502
Muscicapidae,Trichixos,Trichixos pyrropygus,Rufous-tailed Shama,NT,8.1967066725,2.9119926302,2640
Muscicapidae,Kittacincla,Kittacincla luzoniensis,White-browed Shama,LC,6.5716594209,2.0244122536,4294
Muscicapidae,Kittacincla,Kittacincla superciliaris,Visayan Shama,LC,6.5716594209,2.0244122536,4294
Muscicapidae,Kittacincla,Kittacincla malabarica,White-rumped Shama,LC,6.5716594209,2.0244122536,4294
Muscicapidae,Kittacincla,Kittacincla albiventris,Andaman Shama,NT,6.5716594209,2.7175594341,4294
Muscicapidae,Kittacincla,Kittacincla nigra,White-vented Shama,LC,6.5716594209,2.0244122536,4294
Muscicapidae,Kittacincla,Kittacincla cebuensis,Black Shama,EN,6.5716594209,4.1038537953,4294
Muscicapidae,Muscicapa,Muscicapa griseisticta,Grey-streaked Flycatcher,LC,5.5339590116,1.8770130401,5885
Muscicapidae,Muscicapa,Muscicapa sibirica,Dark-sided Flycatcher,LC,4.968975,1.7865752209,6742
Muscicapidae,Muscicapa,Muscicapa ferruginea,Ferruginous Flycatcher,LC,4.959222,1.7849399356,6759
Muscicapidae,Muscicapa,Muscicapa muttui,Brown-breasted Flycatcher,LC,5.168849,1.8195122727,6467
Muscicapidae,Muscicapa,Muscicapa dauurica,Asian Brown Flycatcher,LC,5.090619,1.8067497186,6571
Muscicapidae,Muscicapa,Muscicapa randi,Ashy-breasted Flycatcher,VU,4.727112,3.1315057508,7132
Muscicapidae,Muscicapa,Muscicapa segregata,Sumba Brown Flycatcher,NT,4.58758,2.4136934581,7351
Muscicapidae,Muscicapa,Muscicapa epulata,Little Grey Flycatcher,LC,4.861927,1.7684783891,6895
Muscicapidae,Muscicapa,Muscicapa adusta,African Dusky Flycatcher,LC,5.6775915681,1.8987573788,5605
Muscicapidae,Muscicapa,Muscicapa sethsmithi,Yellow-footed Flycatcher,LC,5.8304798561,1.9213949282,5395
Muscicapidae,Muscicapa,Muscicapa gambagae,Gambaga Flycatcher,LC,4.936101,1.7810525205,6790
Muscicapidae,Muscicapa,Muscicapa striata,Spotted Flycatcher,LC,5.3257837437,1.844633939,6213
Muscicapidae,Muscicapa,Muscicapa aquatica,Swamp Flycatcher,LC,4.538405,1.7117065532,7411
Muscicapidae,Muscicapa,Muscicapa cassini,Cassin's Flycatcher,LC,4.53676,1.7114094921,7414
Muscicapidae,Bradornis,Bradornis boehmi,Böhm's Flycatcher,LC,6.6813883333,2.0388003034,4142
Muscicapidae,Bradornis,Bradornis fuliginosus,Sooty Flycatcher,LC,6.6813883333,2.0388003034,4142
Muscicapidae,Bradornis,Bradornis ussheri,Ussher's Flycatcher,LC,6.6813883333,2.0388003034,4142
Muscicapidae,Bradornis,Bradornis comitatus,Dusky-blue Flycatcher,LC,6.6813883333,2.0388003034,4142
Muscicapidae,Bradornis,Bradornis microrhynchus,African Grey Flycatcher,LC,6.9142876111,2.0686696844,3769
Muscicapidae,Bradornis,Bradornis mariquensis,Mariqua Flycatcher,LC,7.0626793333,2.0872459248,3617
Muscicapidae,Agricola,Agricola pallidus,Pale Flycatcher,LC,6.5716594209,2.0244122536,4294
Muscicapidae,Agricola,Agricola infuscatus,Chat-flycatcher,LC,6.5716594209,2.0244122536,4294
Muscicapidae,Fraseria,Fraseria cinerascens,White-browed Forest-flycatcher,LC,4.8604188594,1.7682210787,6896
Muscicapidae,Fraseria,Fraseria ocreata,Fraser's Forest-flycatcher,LC,5.06246075,1.802115782,6604
Muscicapidae,Fraseria,Fraseria plumbea,Grey Tit-flycatcher,LC,5.05643625,1.8011215495,6612
Muscicapidae,Fraseria,Fraseria griseigularis,Grey-throated Tit-flycatcher,LC,5.05643625,1.8011215495,6612
Muscicapidae,Fraseria,Fraseria caerulescens,Ashy Flycatcher,LC,5.05643625,1.8011215495,6612
Muscicapidae,Fraseria,Fraseria tessmanni,Tessmann's Flycatcher,DD,5.05643625,NA,6612
Muscicapidae,Fraseria,Fraseria olivascens,Olivaceous Flycatcher,LC,5.05643625,1.8011215495,6612
Muscicapidae,Fraseria,Fraseria lendu,Chapin's Flycatcher,VU,5.05643625,3.1874159107,6612
Muscicapidae,Humblotia,Humblotia flavirostris,Humblot's Flycatcher,EN,6.0277589614,4.0293094145,5105
Muscicapidae,Melaenornis,Melaenornis silens,Fiscal Flycatcher,LC,3.078626425,1.4057602712,9644
Muscicapidae,Melaenornis,Melaenornis herero,Herero Chat,LC,3.078626425,1.4057602712,9644
Muscicapidae,Melaenornis,Melaenornis semipartitus,Silverbird,LC,3.078626425,1.4057602712,9644
Muscicapidae,Melaenornis,Melaenornis chocolatinus,Abyssinian Slaty-flycatcher,LC,3.078626425,1.4057602712,9644
Muscicapidae,Melaenornis,Melaenornis brunneus,Angola Slaty-flycatcher,LC,3.078626425,1.4057602712,9644
Muscicapidae,Melaenornis,Melaenornis fischeri,White-eyed Slaty-flycatcher,LC,3.078626425,1.4057602712,9644
Muscicapidae,Melaenornis,Melaenornis ardesiacus,Yellow-eyed Black-flycatcher,LC,2.9426154776,1.3718443299,9810
Muscicapidae,Melaenornis,Melaenornis annamarulae,Nimba Flycatcher,VU,3.06803605,2.7894547011,9667
Muscicapidae,Melaenornis,Melaenornis edolioides,Northern Black-flycatcher,LC,2.8605163515,1.3508009444,9892
Muscicapidae,Melaenornis,Melaenornis pammelaina,Southern Black-flycatcher,LC,3.0337335025,1.3946923745,9711
Muscicapidae,Niltava,Niltava sundara,Rufous-bellied Niltava,LC,9.052885888,2.3078597463,2092
Muscicapidae,Niltava,Niltava macgrigoriae,Small Niltava,LC,9.6347426684,2.3641262517,1864
Muscicapidae,Niltava,Niltava sumatrana,Rufous-vented Niltava,LC,7.758668,2.1700438386,2934
Muscicapidae,Niltava,Niltava oatesi,Large Vivid Niltava,LC,9.3736236905,2.339266401,1954
Muscicapidae,Niltava,Niltava vivida,Small Vivid Niltava,LC,9.8705923571,2.3860611943,1781
Muscicapidae,Niltava,Niltava davidi,Fujian Niltava,LC,9.1490927622,2.3173843185,2048
Muscicapidae,Niltava,Niltava grandis,Large Niltava,LC,9.4928346447,2.3506926094,1903
Muscicapidae,Cyanoptila,Cyanoptila cumatilis,Zappey's Flycatcher,NT,6.92608575,2.7633064941,3759
Muscicapidae,Cyanoptila,Cyanoptila cyanomelana,Blue-and-white Flycatcher,LC,6.92608575,2.0701593135,3759
Muscicapidae,Eumyias,Eumyias albicaudatus,Nilgiri Flycatcher,NT,3.9121479796,2.2848584971,8451
Muscicapidae,Eumyias,Eumyias ruficrissa,Rufous-vented Flycatcher,LC,4.1406221143,1.6371741061,8053
Muscicapidae,Eumyias,Eumyias indigo,Indigo Flycatcher,LC,4.540250121,1.7120396479,7409
Muscicapidae,Eumyias,Eumyias sordidus,Dull-blue Flycatcher,NT,3.9835227143,2.2992841939,8329
Muscicapidae,Eumyias,Eumyias thalassinus,Verditer Flycatcher,LC,4.0713453439,1.6236061362,8217
Muscicapidae,Eumyias,Eumyias panayensis,Turquoise Flycatcher,LC,3.6828401542,1.5439047964,8831
Muscicapidae,Eumyias,Eumyias additus,Streaky-breasted Jungle-flycatcher,NT,4.1406221143,2.3303212866,8053
Muscicapidae,Anthipes,Anthipes monileger,White-gorgeted Flycatcher,LC,6.5716594209,2.0244122536,4294
Muscicapidae,Anthipes,Anthipes solitaris,Rufous-browed Flycatcher,LC,6.5716594209,2.0244122536,4294
Muscicapidae,Cyornis,Cyornis oscillans,Russet-backed Jungle-flycatcher,LC,4.659997875,1.7334235168,7228
Muscicapidae,Cyornis,Cyornis stresemanni,Sumba Jungle-flycatcher,LC,4.659997875,1.7334235168,7228
Muscicapidae,Cyornis,Cyornis nicobaricus,Nicobar Jungle-flycatcher,NT,4.659997875,2.4265706973,7228
Muscicapidae,Cyornis,Cyornis brunneatus,Brown-chested Jungle-flycatcher,VU,4.659997875,3.1197178779,7228
Muscicapidae,Cyornis,Cyornis olivaceus,Fulvous-chested Jungle-flycatcher,LC,4.659997875,1.7334235168,7228
Muscicapidae,Cyornis,Cyornis umbratilis,Grey-chested Jungle-flycatcher,NT,4.659997875,2.4265706973,7228
Muscicapidae,Cyornis,Cyornis ruficauda,Rufous-tailed Jungle-flycatcher,LC,4.659997875,1.7334235168,7228
Muscicapidae,Cyornis,Cyornis colonus,Henna-tailed Jungle-flycatcher,NT,4.659997875,2.4265706973,7228
Muscicapidae,Cyornis,Cyornis unicolor,Pale Blue-flycatcher,LC,5.1783744192,1.8210551979,6456
Muscicapidae,Cyornis,Cyornis ruckii,Rück's Blue-flycatcher,CR,4.573733875,4.4906539062,7370
Muscicapidae,Cyornis,Cyornis herioti,Blue-breasted Blue-flycatcher,NT,4.3283986425,2.3661979313,7767
Muscicapidae,Cyornis,Cyornis camarinensis,Rufous-breasted Blue-flycatcher,VU,4.659997875,3.1197178779,7228
Muscicapidae,Cyornis,Cyornis pallidipes,White-bellied Blue-flycatcher,LC,4.659997875,1.7334235168,7228
Muscicapidae,Cyornis,Cyornis poliogenys,Pale-chinned Flycatcher,LC,3.062054516,1.401688884,9673
Muscicapidae,Cyornis,Cyornis magnirostris,Large Blue-flycatcher,LC,4.6208346926,1.7264801747,7303
Muscicapidae,Cyornis,Cyornis banyumas,Hill Blue-flycatcher,LC,3.81707365,1.5721666171,8635
Muscicapidae,Cyornis,Cyornis lemprieri,Palawan Blue-flycatcher,NT,4.9625959951,2.4786531365,6754
Muscicapidae,Cyornis,Cyornis tickelliae,Tickell's Blue-flycatcher,LC,4.5152356331,1.7075143777,7437
Muscicapidae,Cyornis,Cyornis sumatrensis,Indochinese Blue-flycatcher,LC,4.659997875,1.7334235168,7228
Muscicapidae,Cyornis,Cyornis caerulatus,Large-billed Blue-flycatcher,VU,4.5694614414,3.1035927212,7371
Muscicapidae,Cyornis,Cyornis superbus,Bornean Blue-flycatcher,LC,4.2649884093,1.6610789441,7845
Muscicapidae,Cyornis,Cyornis glaucicomans,Chinese Blue-flycatcher,LC,4.659997875,1.7334235168,7228
Muscicapidae,Cyornis,Cyornis hainanus,Hainan Blue-flycatcher,LC,2.9521352272,1.3742559967,9795
Muscicapidae,Cyornis,Cyornis rubeculoides,Blue-throated Blue-flycatcher,LC,4.940754082,1.7818360751,6783
Muscicapidae,Cyornis,Cyornis turcosus,Malay Blue-flycatcher,NT,4.8310667294,2.4563471366,6980
Muscicapidae,Cyornis,Cyornis rufigastra,Mangrove Blue-flycatcher,LC,3.2951307696,1.4574820019,9305
Muscicapidae,Cyornis,Cyornis omissus,Sulawesi Blue-flycatcher,LC,4.2990474338,1.6675270749,7806
Muscicapidae,Cyornis,Cyornis djampeanus,Tanahjampea Blue-flycatcher,NT,4.659997875,2.4265706973,7228
Muscicapidae,Cyornis,Cyornis hyacinthinus,Timor Blue-flycatcher,LC,4.4700333618,1.6992847155,7534
Muscicapidae,Cyornis,Cyornis hoevelli,Blue-fronted Flycatcher,LC,4.3545346018,1.677943791,7731
Muscicapidae,Cyornis,Cyornis sanfordi,Matinan Flycatcher,EN,4.904835373,3.8552131117,6836
Muscicapidae,Cyornis,Cyornis concretus,White-tailed Flycatcher,LC,6.2928304127,1.9868917303,4705
Muscicapidae,Xenocopsychus,Xenocopsychus ansorgei,Angola Cave-chat,LC,5.9471566713,1.9383324638,5219
Muscicapidae,Dessonornis,Dessonornis caffer,Cape Robin-chat,LC,6.5716594209,2.0244122536,4294
Muscicapidae,Dessonornis,Dessonornis mbuluensis,Mbulu Robin-chat,LC,6.5716594209,2.0244122536,4294
Muscicapidae,Dessonornis,Dessonornis macclounii,Rusty-flanked Robin-chat,LC,6.5716594209,2.0244122536,4294
Muscicapidae,Dessonornis,Dessonornis anomalus,Olive-flanked Robin-chat,NT,6.5716594209,2.7175594341,4294
Muscicapidae,Dessonornis,Dessonornis archeri,Archer's Robin-chat,LC,6.5716594209,2.0244122536,4294
Muscicapidae,Dessonornis,Dessonornis humeralis,White-throated Robin-chat,LC,6.5716594209,2.0244122536,4294
Muscicapidae,Erithacus,Erithacus rubecula,European Robin,LC,9.8466515453,2.383856419,1793
Muscicapidae,Pogonocichla,Pogonocichla stellata,White-starred Robin,LC,8.4300906387,2.2439057083,2482
Muscicapidae,Oreocossypha,Oreocossypha isabellae,Mountain Robin-chat,LC,6.5716594209,2.0244122536,4294
Muscicapidae,Cossyphicula,Cossyphicula roberti,White-bellied Robin-chat,LC,7.8134789265,2.1762822458,2871
Muscicapidae,Swynnertonia,Swynnertonia swynnertoni,Swynnerton's Robin,VU,8.0240937941,3.5861924497,2751
Muscicapidae,Chamaetylas,Chamaetylas poliophrys,Red-throated Alethe,LC,6.5716594209,2.0244122536,4294
Muscicapidae,Chamaetylas,Chamaetylas poliocephala,Brown-chested Alethe,LC,6.5716594209,2.0244122536,4294
Muscicapidae,Chamaetylas,Chamaetylas fuelleborni,White-chested Alethe,LC,6.5716594209,2.0244122536,4294
Muscicapidae,Chamaetylas,Chamaetylas choloensis,Thyolo Alethe,EN,6.5716594209,4.1038537953,4294
Muscicapidae,Cossypha,Cossypha cyanocampter,Blue-shouldered Robin-chat,LC,11.390485,2.5169288393,1308
Muscicapidae,Cossypha,Cossypha semirufa,Rüppell's Robin-Chat,LC,6.711717,2.0427408606,4085
Muscicapidae,Cossypha,Cossypha heuglini,White-browed Robin-chat,LC,6.721865,2.0440559152,3974
Muscicapidae,Cossypha,Cossypha natalensis,Red-capped Robin-chat,LC,6.649687,2.034664732,4174
Muscicapidae,Cossypha,Cossypha dichroa,Chorister Robin-chat,LC,8.414761,2.2422787768,2488
Muscicapidae,Cossypha,Cossypha heinrichi,White-headed Robin-chat,VU,6.643796,3.4201886995,4179
Muscicapidae,Cossypha,Cossypha niveicapilla,Snowy-crowned Robin-chat,LC,7.808204,2.1756835599,2907
Muscicapidae,Cossypha,Cossypha albicapillus,White-crowned Robin-chat,LC,11.8352174286,2.5521927545,1188
Muscicapidae,Stiphrornis,Stiphrornis erythrothorax,Orange-breasted Forest-robin,LC,8.2708553333,2.2268756443,2591
Muscicapidae,Stiphrornis,Stiphrornis xanthogaster,Yellow-breasted Forest-robin,LC,8.2708553333,2.2268756443,2591
Muscicapidae,Stiphrornis,Stiphrornis pyrrholaemus,Olive-backed Forest-robin,NT,8.2708553333,2.9200228248,2591
Muscicapidae,Cichladusa,Cichladusa arquata,Collared Palm-thrush,LC,6.3234726188,1.991084617,4660
Muscicapidae,Cichladusa,Cichladusa ruficauda,Rufous-tailed Palm-thrush,LC,6.361370554,1.996246132,4603
Muscicapidae,Cichladusa,Cichladusa guttata,Spotted Palm-thrush,LC,6.3554191876,1.995437346,4618
Muscicapidae,Sheppardia,Sheppardia montana,Usambara Akalat,EN,6.9484333636,4.1524163897,3745
Muscicapidae,Sheppardia,Sheppardia lowei,Iringa Akalat,VU,5.9836584463,3.3298672733,5164
Muscicapidae,Sheppardia,Sheppardia aurantiithorax,Rubeho Akalat,EN,5.995863166,4.0247605398,5152
Muscicapidae,Sheppardia,Sheppardia gabela,Gabela Akalat,EN,6.2705352893,4.0632714604,4741
Muscicapidae,Sheppardia,Sheppardia aequatorialis,Equatorial Akalat,LC,6.0330505485,1.9506205446,5097
Muscicapidae,Sheppardia,Sheppardia cyornithopsis,Lowland Akalat,LC,6.3594633507,1.9959870158,4604
Muscicapidae,Sheppardia,Sheppardia gunningi,East Coast Akalat,NT,6.7881168302,2.7457462693,3921
Muscicapidae,Sheppardia,Sheppardia sharpei,Sharpe's Akalat,LC,6.7390574589,2.0462799048,3954
Muscicapidae,Sheppardia,Sheppardia polioptera,Grey-winged Akalat,LC,6.5393608081,2.020137405,4394
Muscicapidae,Sheppardia,Sheppardia poensis,Short-tailed Akalat,LC,6.5393608081,2.020137405,4394
Muscicapidae,Sheppardia,Sheppardia bocagei,Bocage's Akalat,LC,6.5731881616,2.0246141362,4292
Muscicapidae,Heinrichia,Heinrichia simplex,Minahasa Shortwing,NT,9.85887675,3.0781300597,1785
Muscicapidae,Heinrichia,Heinrichia calligyna,Great Shortwing,LC,9.85887675,2.3849828791,1785
Muscicapidae,Vauriella,Vauriella gularis,Eyebrowed Jungle-flycatcher,LC,6.5716594209,2.0244122536,4294
Muscicapidae,Vauriella,Vauriella albigularis,White-throated Jungle-flycatcher,EN,6.5716594209,4.1038537953,4294
Muscicapidae,Vauriella,Vauriella insignis,White-browed Jungle-flycatcher,VU,6.5716594209,3.4107066147,4294
Muscicapidae,Vauriella,Vauriella goodfellowi,Slaty-backed Jungle-flycatcher,NT,6.5716594209,2.7175594341,4294
Muscicapidae,Heteroxenicus,Heteroxenicus stellatus,Gould's Shortwing,LC,6.5716594209,2.0244122536,4294
Muscicapidae,Brachypteryx,Brachypteryx hyperythra,Rusty-bellied Shortwing,NT,5.10180415,2.5017316703,6557
Muscicapidae,Brachypteryx,Brachypteryx leucophris,Lesser Shortwing,LC,5.355770525,1.8493631443,6163
Muscicapidae,Brachypteryx,Brachypteryx cruralis,Himalayan Shortwing,LC,5.355770525,1.8493631443,6163
Muscicapidae,Brachypteryx,Brachypteryx sinensis,Chinese Shortwing,LC,5.355770525,1.8493631443,6163
Muscicapidae,Brachypteryx,Brachypteryx goodfellowi,Taiwan Shortwing,LC,5.355770525,1.8493631443,6163
Muscicapidae,Brachypteryx,Brachypteryx poliogyna,Philippine Shortwing,LC,5.355770525,1.8493631443,6163
Muscicapidae,Brachypteryx,Brachypteryx erythrogyna,Bornean Shortwing,LC,5.355770525,1.8493631443,6163
Muscicapidae,Brachypteryx,Brachypteryx saturata,Sumatran Shortwing,LC,5.355770525,1.8493631443,6163
Muscicapidae,Brachypteryx,Brachypteryx montana,Javan Shortwing,LC,5.5392234575,1.877818421,5882
Muscicapidae,Brachypteryx,Brachypteryx floris,Flores Shortwing,LC,5.355770525,1.8493631443,6163
Muscicapidae,Larvivora,Larvivora ruficeps,Rufous-headed Robin,EN,6.5716594209,4.1038537953,4294
Muscicapidae,Larvivora,Larvivora brunnea,Indian Blue Robin,LC,6.5716594209,2.0244122536,4294
Muscicapidae,Larvivora,Larvivora cyane,Siberian Blue Robin,LC,6.5716594209,2.0244122536,4294
Muscicapidae,Larvivora,Larvivora sibilans,Rufous-tailed Robin,LC,6.5716594209,2.0244122536,4294
Muscicapidae,Larvivora,Larvivora akahige,Japanese Robin,LC,6.5716594209,2.0244122536,4294
Muscicapidae,Larvivora,Larvivora tanensis,Izu Robin,VU,6.5716594209,3.4107066147,4294
Muscicapidae,Larvivora,Larvivora komadori,Ryukyu Robin,NT,6.5716594209,2.7175594341,4294
Muscicapidae,Larvivora,Larvivora namiyei,Okinawa Robin,NT,6.5716594209,2.7175594341,4294
Muscicapidae,Irania,Irania gutturalis,White-throated Robin,LC,9.7920291371,2.3788078188,1811
Muscicapidae,Hodgsonius,Hodgsonius phaenicuroides,White-bellied Redstart,LC,9.0186531053,2.304448666,2111
Muscicapidae,Cyanecula,Cyanecula svecica,Bluethroat,LC,6.5716594209,2.0244122536,4294
Muscicapidae,Luscinia,Luscinia luscinia,Thrush Nightingale,LC,6.8696394133,2.0630122435,3839
Muscicapidae,Luscinia,Luscinia megarhynchos,Common Nightingale,LC,6.8654773871,2.0624832323,3845
Muscicapidae,Calliope,Calliope pectardens,Firethroat,NT,6.5716594209,2.7175594341,4294
Muscicapidae,Calliope,Calliope obscura,Blackthroat,VU,6.5716594209,3.4107066147,4294
Muscicapidae,Calliope,Calliope calliope,Siberian Rubythroat,LC,6.5716594209,2.0244122536,4294
Muscicapidae,Calliope,Calliope pectoralis,Himalayan Rubythroat,LC,6.5716594209,2.0244122536,4294
Muscicapidae,Calliope,Calliope tschebaiewi,Chinese Rubythroat,LC,6.5716594209,2.0244122536,4294
Muscicapidae,Myiomela,Myiomela leucura,White-tailed Blue Robin,LC,5.3864202,1.8541738923,6117
Muscicapidae,Myiomela,Myiomela cambodiana,Cambodian Blue Robin,LC,5.3864202,1.8541738923,6117
Muscicapidae,Myiomela,Myiomela diana,Sunda Blue Robin,LC,5.3864202,1.8541738923,6117
Muscicapidae,Myiomela,Myiomela major,Nilgiri Blue Robin,EN,5.3864202,3.933615434,6117
Muscicapidae,Myiomela,Myiomela albiventris,White-bellied Blue Robin,EN,5.15557362,3.8967994927,6488
Muscicapidae,Tarsiger,Tarsiger hyperythrus,Rufous-breasted Bush-robin,LC,6.3223716221,1.9909342676,4666
Muscicapidae,Tarsiger,Tarsiger cyanurus,Orange-flanked Bush-robin,LC,6.3699984973,1.9974175023,4590
Muscicapidae,Tarsiger,Tarsiger rufilatus,Himalayan Bush-robin,LC,6.8687254167,2.0628960946,3841
Muscicapidae,Tarsiger,Tarsiger indicus,White-browed Bush-robin,LC,7.3732394167,2.1250408367,3315
Muscicapidae,Tarsiger,Tarsiger johnstoniae,Collared Bush-robin,LC,6.7363677668,2.0459322967,3957
Muscicapidae,Tarsiger,Tarsiger chrysaeus,Golden Bush-robin,LC,6.7982067847,2.0538938079,3909
Muscicapidae,Enicurus,Enicurus scouleri,Little Forktail,LC,7.2900678034,2.1150581481,3385
Muscicapidae,Enicurus,Enicurus schistaceus,Slaty-backed Forktail,LC,7.34991906,2.1222518454,3334
Muscicapidae,Enicurus,Enicurus velatus,Sunda Forktail,LC,5.8523735404,1.9245950945,5365
Muscicapidae,Enicurus,Enicurus ruficapillus,Chestnut-naped Forktail,NT,7.0065081092,2.7734019052,3672
Muscicapidae,Enicurus,Enicurus immaculatus,Black-backed Forktail,LC,5.8978089186,1.9312038132,5293
Muscicapidae,Enicurus,Enicurus leschenaulti,White-crowned Forktail,LC,5.6841227093,1.8997349692,5597
Muscicapidae,Enicurus,Enicurus maculatus,Spotted Forktail,LC,5.6971836224,1.9016870832,5577
Muscicapidae,Cinclidium,Cinclidium frontale,Blue-fronted Robin,LC,9.2413548006,2.3264339156,2016
Muscicapidae,Myophonus,Myophonus blighi,Sri Lanka Whistling-thrush,EN,5.397024,3.9352744239,6103
Muscicapidae,Myophonus,Myophonus melanurus,Shiny Whistling-thrush,LC,6.1396042941,1.9656573538,4936
Muscicapidae,Myophonus,Myophonus glaucinus,Javan Whistling-thrush,LC,5.970752,1.9417231099,5183
Muscicapidae,Myophonus,Myophonus castaneus,Sumatran Whistling-thrush,NT,5.396874,2.5489566141,6105
Muscicapidae,Myophonus,Myophonus borneensis,Bornean Whistling-thrush,LC,5.390725,1.8548477205,6109
Muscicapidae,Myophonus,Myophonus robinsoni,Malay Whistling-thrush,NT,5.304604,2.5344273407,6241
Muscicapidae,Myophonus,Myophonus horsfieldii,Malabar Whistling-thrush,LC,5.455476,1.8649287629,5996
Muscicapidae,Myophonus,Myophonus insularis,Taiwan Whistling-thrush,LC,5.422136,1.8597507726,6050
Muscicapidae,Myophonus,Myophonus caeruleus,Blue Whistling-thrush,LC,5.909593,1.9329107359,5267
Muscicapidae,Ficedula,Ficedula zanthopygia,Yellow-rumped Flycatcher,LC,6.2602663422,1.9824165144,4750
Muscicapidae,Ficedula,Ficedula elisae,Green-backed Flycatcher,LC,6.5677436863,2.0238949631,4358
Muscicapidae,Ficedula,Ficedula narcissina,Narcissus Flycatcher,LC,6.2705974676,1.9838384708,4740
Muscicapidae,Ficedula,Ficedula owstoni,Ryukyu Flycatcher,LC,6.5677436863,2.0238949631,4358
Muscicapidae,Ficedula,Ficedula mugimaki,Mugimaki Flycatcher,LC,7.1417959735,2.0970107912,3532
Muscicapidae,Ficedula,Ficedula erithacus,Slaty-backed Flycatcher,LC,6.5677436863,2.0238949631,4358
Muscicapidae,Ficedula,Ficedula tricolor,Slaty-blue Flycatcher,LC,8.3313053009,2.2333749087,2526
Muscicapidae,Ficedula,Ficedula hyperythra,Snowy-browed Flycatcher,LC,8.2145698936,2.2207859154,2626
Muscicapidae,Ficedula,Ficedula hodgsoni,Pygmy Blue-flycatcher,LC,6.5677436863,2.0238949631,4358
Muscicapidae,Ficedula,Ficedula strophiata,Rufous-gorgeted Flycatcher,LC,8.6754531081,2.2695920707,2344
Muscicapidae,Ficedula,Ficedula sapphira,Sapphire Flycatcher,LC,6.0298152762,1.950160429,5100
Muscicapidae,Ficedula,Ficedula superciliaris,Ultramarine Flycatcher,LC,5.245862,1.8319191645,6343
Muscicapidae,Ficedula,Ficedula westermanni,Little Pied Flycatcher,LC,4.492283,1.7033440161,7500
Muscicapidae,Ficedula,Ficedula ruficauda,Rusty-tailed Flycatcher,LC,6.5677436863,2.0238949631,4358
Muscicapidae,Ficedula,Ficedula parva,Red-breasted Flycatcher,LC,4.277584,1.6634684172,7832
Muscicapidae,Ficedula,Ficedula albicilla,Red-throated Flycatcher,LC,4.276133,1.663193443,7834
Muscicapidae,Ficedula,Ficedula subrubra,Kashmir Flycatcher,VU,5.809897,3.3046713564,5415
Muscicapidae,Ficedula,Ficedula semitorquata,Semi-collared Flycatcher,LC,4.661644,1.7337143094,7221
Muscicapidae,Ficedula,Ficedula hypoleuca,European Pied Flycatcher,LC,4.406315,1.6875677147,7638
Muscicapidae,Ficedula,Ficedula albicollis,Collared Flycatcher,LC,4.405894,1.6874898398,7640
Muscicapidae,Ficedula,Ficedula henrici,Damar Flycatcher,NT,6.2955009182,2.6804050261,4703
Muscicapidae,Ficedula,Ficedula rufigula,Rufous-throated Flycatcher,NT,4.49582,2.3971349839,7493
Muscicapidae,Ficedula,Ficedula buruensis,Cinnamon-chested Flycatcher,LC,5.7117373685,1.9038578397,5556
Muscicapidae,Ficedula,Ficedula harterti,Sumba Flycatcher,LC,6.4351251855,2.0062154171,4510
Muscicapidae,Ficedula,Ficedula timorensis,Black-banded Flycatcher,NT,6.6539504395,2.7283690924,4170
Muscicapidae,Ficedula,Ficedula basilanica,Little Slaty Flycatcher,VU,6.00289,3.3326172821,5145
Muscicapidae,Ficedula,Ficedula luzoniensis,Thicket Flycatcher,LC,6.5677436863,2.0238949631,4358
Muscicapidae,Ficedula,Ficedula crypta,Cryptic Flycatcher,LC,6.6981255161,2.0409768598,4103
Muscicapidae,Ficedula,Ficedula bonthaina,Lompobattang Flycatcher,EN,5.926318,4.0147699006,5252
Muscicapidae,Ficedula,Ficedula nigrorufa,Black-and-orange Flycatcher,NT,7.7551948245,2.862794399,2950
Muscicapidae,Ficedula,Ficedula dumetoria,Rufous-chested Flycatcher,LC,6.3943541078,2.0007167506,4556
Muscicapidae,Ficedula,Ficedula riedeli,Tanimbar Flycatcher,LC,6.5677436863,2.0238949631,4358
